src_ip,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,f_one_cggt_multi_cdgt_psi
172.16.128.154,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_1969,615026644295096,,1,0,0,1,1,3,0,,,5,1,3,0,5,1,1,2,2,3,5,5,5,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.34,1,
172.16.128.51,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_2367,374630089027904,,0,0,0,0,5,1,1,,,1,1,5,2,3,2,4,2,5,5,3,5,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.37,0,
172.16.128.154,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_4483,296431475890336,,0,1,1,0,2,2,1,,,0,0,5,3,5,4,1,2,1,5,2,1,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.84,0,
172.16.128.51,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_2948,428902290665264,,0,0,0,1,4,0,0,,,4,0,1,3,1,4,2,3,0,1,3,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1.67,0,
172.16.128.154,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_4338,347356275861833,,0,0,1,0,1,2,0,,,2,4,4,5,4,0,5,0,1,4,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.98,1,
172.16.128.51,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_2866,404929671087399,,0,0,0,0,0,3,0,,,4,4,1,0,2,2,4,3,3,4,5,2,5,4,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.96,1,
172.16.128.154,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_5068,669969910893183,,1,0,1,0,2,3,1,,,3,0,3,0,2,0,4,5,0,4,5,5,2,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.0,1,
172.16.128.51,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_8727,458611456343622,,0,0,0,1,0,4,0,,,0,5,4,4,4,4,5,2,1,0,3,2,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.46,0,
172.16.128.154,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_7491,528018067934505,,0,1,0,1,2,1,1,,,1,2,1,3,3,1,0,3,1,5,2,2,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.54,0,
172.16.128.51,2025-05-22 12:45:35,2025-05-22 12:45:35,CGGT_9451,493488052158913,,1,0,0,0,5,3,0,,,0,0,1,3,3,2,3,1,4,0,2,2,1,4,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.72,0,
