src_ip,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,f_one_cggt_multi_cdgt_psi
172.16.128.154,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_5130,240926750253999,,0,0,0,0,5,0,0,,,5,5,0,0,0,3,3,2,1,5,1,4,3,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.95,1,
172.16.128.154,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_2280,416903491790016,,0,0,0,0,5,4,1,,,5,1,1,5,1,0,4,5,2,2,1,3,4,5,3,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.85,1,
172.16.128.51,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_3946,319003731402718,,0,0,1,0,3,0,0,,,1,4,0,3,4,0,0,4,2,5,1,4,5,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18,0,
172.16.128.154,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_4054,483813340195699,,1,0,0,0,5,1,0,,,1,3,2,2,4,2,4,1,0,2,1,2,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1.69,1,
172.16.128.51,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_4361,981925454816922,,0,0,0,0,4,3,1,,,3,3,3,0,0,2,5,0,4,5,4,1,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.69,0,
172.16.128.154,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_4727,182537125397943,,0,0,0,1,4,3,0,,,0,4,4,0,1,2,5,4,1,2,4,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.84,1,
172.16.128.51,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_1568,545724301865815,,1,0,0,0,2,1,0,,,1,3,1,5,1,1,1,3,3,4,5,5,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.42,0,
172.16.128.154,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_3326,754642513020144,,1,1,0,0,4,2,0,,,3,0,2,3,4,1,2,4,1,2,2,0,3,5,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2.3,0,
172.16.128.51,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_3047,524484626300823,,0,0,0,0,1,4,1,,,4,4,1,1,5,1,0,4,0,5,2,3,1,1,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0.3,1,
172.16.128.154,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_4525,805036541954646,,0,0,0,1,5,3,0,,,4,3,1,5,5,5,2,1,4,2,4,0,3,0,5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1.35,0,
172.16.128.51,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_6133,565181640034679,,0,0,1,0,2,5,0,,,4,0,1,1,4,2,0,3,5,1,5,4,5,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.67,0,
172.16.128.154,2025-05-22 18:02:51,2025-05-22 18:02:51,CGGT_2361,758519655932042,,0,1,0,0,5,2,0,,,2,0,4,3,4,2,1,0,2,0,4,2,1,5,5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.97,0,
