src_ip,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,f_one_cggt_multi_cdgt_psi
172.16.128.51,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_6447,957801961913707,,1,0,1,0,1,5,0,,,2,3,0,4,0,3,2,4,3,4,3,1,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1.83,0,
172.16.128.154,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_7017,298310333833799,,0,1,0,1,5,1,0,,,5,3,0,3,0,1,5,4,4,0,5,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.57,1,
172.16.128.51,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_7976,207594804543374,,1,0,1,0,1,5,0,,,5,5,4,3,5,3,0,1,5,3,1,1,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.97,1,
172.16.128.154,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_7710,223180894916133,,1,1,0,0,0,5,0,,,0,5,5,4,2,5,1,1,0,1,3,1,5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.79,0,
172.16.128.51,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_5916,921394357977857,,0,0,0,0,2,3,0,,,1,5,3,0,4,0,0,1,1,3,1,2,1,3,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.8,1,
172.16.128.154,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_2719,716585193665182,,0,0,0,1,1,3,0,,,1,4,3,4,4,2,5,3,1,4,0,4,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.49,0,
172.16.128.51,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_2410,836684648821216,,0,0,0,0,1,3,0,,,5,2,1,5,2,1,2,3,1,3,1,4,2,1,4,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.62,1,
172.16.128.154,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_3053,386441439955650,,0,0,0,0,0,0,0,,,1,3,2,3,4,1,5,2,4,0,3,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3,0,
172.16.128.51,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_3320,419714783716705,,0,0,0,0,4,5,0,,,1,3,4,3,4,1,4,0,1,5,5,4,2,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.25,1,
172.16.128.154,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_8888,467507972483386,,0,0,0,0,1,2,0,,,3,1,4,2,4,0,4,5,5,1,5,0,2,5,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1.22,0,
172.16.128.51,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_2663,268001093365417,,0,1,1,0,4,2,0,,,5,1,1,0,2,5,5,0,2,0,4,3,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.65,1,
172.16.128.154,2025-05-22 17:25:12,2025-05-22 17:25:12,CGGT_3240,480901762375694,,0,0,0,0,4,4,0,,,4,5,3,5,5,5,4,1,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.94,0,
