src_ip,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,f_one_cggt_multi_cdgt_psi
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_4088,489987791395812,,0,0,0,0,4,3,0,,,2,2,2,0,3,4,5,5,5,3,0,0,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.35,0,
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_1739,264757684275213,,0,0,0,0,4,5,0,,,2,3,1,1,3,5,5,2,4,5,5,4,2,1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.03,0,
172.16.128.51,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_1600,941599995248619,,0,1,0,0,3,0,0,,,1,5,4,5,1,2,0,0,4,1,3,5,5,5,5,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1.64,0,
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_7041,685833465586733,,0,0,1,1,4,3,0,,,0,0,1,1,5,2,5,0,0,0,3,2,3,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1,
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_3359,495291967914879,,0,0,0,0,5,3,0,,,3,5,3,2,3,3,5,2,0,0,3,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15,1,
172.16.128.51,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_3552,302464203658443,,0,0,1,0,1,2,1,,,2,0,3,1,5,5,3,3,4,3,1,0,4,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2.29,1,
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_5351,859974465652376,,0,0,1,0,5,2,1,,,0,0,2,1,2,3,3,5,1,2,0,3,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.56,0,
172.16.128.51,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_2449,449482951400117,,1,0,0,0,1,2,0,,,5,1,0,3,3,3,4,5,3,0,3,4,1,3,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1.27,0,
172.16.128.154,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_5356,224580337496532,,0,0,0,0,4,0,1,,,0,2,2,4,3,0,3,2,2,4,0,2,3,4,4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.92,0,
172.16.128.51,2025-05-22 14:22:42,2025-05-22 14:22:42,CGGT_6930,562144138334337,,0,0,0,1,1,0,0,,,5,1,4,5,1,3,2,0,3,3,5,5,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2.2,1,
