src_ip,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,f_one_cggt_multi_cdgt_psi
172.16.128.154,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_5562,610076895715303,,0,0,0,1,2,0,1,,,1,3,5,0,0,0,0,2,2,1,1,5,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.21,0,
172.16.128.51,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_5837,749606153339627,,0,0,0,0,2,3,0,,,4,3,5,2,3,4,4,0,2,4,0,5,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.29,1,
172.16.128.154,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_7354,450252910126246,,0,0,0,0,3,1,0,,,5,4,0,3,0,4,0,4,0,0,5,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1,0,
172.16.128.51,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_6987,772262743099291,,0,1,0,0,2,4,0,,,4,0,3,4,2,2,1,0,4,1,0,1,3,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.61,0,
172.16.128.154,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_4718,967998493437822,,0,1,0,0,4,2,0,,,1,5,5,5,4,5,5,0,4,4,1,0,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.28,1,
172.16.128.154,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_2411,506080673259907,,1,0,0,0,4,3,0,,,1,4,0,4,5,3,5,3,1,3,2,1,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,0,
172.16.128.51,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_1537,849401025636100,,0,0,0,0,4,5,1,,,0,1,5,1,3,1,5,4,2,5,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.47,0,
172.16.128.154,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_2383,532748166653517,,0,0,0,1,3,0,0,,,0,4,1,2,1,4,1,4,4,3,5,1,5,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.09,0,
172.16.128.51,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_9683,343212186014449,,0,0,0,0,1,2,0,,,5,3,4,1,4,5,2,2,4,3,5,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.34,0,
172.16.128.154,2025-05-22 14:47:14,2025-05-22 14:47:14,CGGT_2974,260105675774472,,0,1,0,1,2,4,0,,,0,2,5,1,1,3,1,5,5,3,2,1,1,5,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.69,0,
