src_ip,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,f_one_cggt_multi_cdgt_psi
172.16.128.154,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_9335,171499334275438,,0,0,0,1,5,3,0,,,4,5,3,5,3,2,0,0,4,5,2,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.37,1,
172.16.128.154,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_4217,584960239574363,,0,0,0,0,5,5,0,,,1,3,3,1,4,0,1,2,2,2,2,2,1,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.34,0,
172.16.128.51,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_8306,373313534315928,,1,0,0,0,4,1,0,,,3,0,5,2,0,1,2,0,1,4,0,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,
172.16.128.154,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_3246,621666062231621,,0,0,0,0,4,0,0,,,1,4,4,5,2,0,4,2,4,4,3,0,4,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.57,0,
172.16.128.51,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_1385,610858348088420,,0,0,1,0,4,5,0,,,4,1,2,2,2,3,5,3,5,1,4,5,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.98,1,
172.16.128.154,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_1291,643493503376594,,1,0,0,0,5,2,0,,,0,0,3,2,5,0,1,5,4,1,5,2,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.15,0,
172.16.128.51,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_6575,668601124092632,,0,0,0,0,2,1,0,,,0,1,0,4,4,4,0,2,5,4,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.14,0,
172.16.128.154,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_7390,635811927867466,,0,0,0,0,4,1,0,,,0,4,5,3,0,1,4,0,2,3,2,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,
172.16.128.51,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_2685,995291985698500,,0,0,0,0,3,5,0,,,0,0,1,2,2,2,3,0,0,5,4,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.14,0,
172.16.128.154,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_5071,176007603559032,,0,0,0,0,4,3,0,,,4,0,5,5,2,3,4,5,3,2,5,2,3,4,4,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.82,1,
172.16.128.51,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_3021,816573767673624,,0,1,0,0,0,2,0,,,2,2,2,4,2,0,3,0,4,4,3,0,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,
172.16.128.154,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_3361,919395813168909,,0,0,0,0,4,4,0,,,2,0,4,4,5,1,4,1,1,2,5,5,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.82,0,
172.16.128.51,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_4764,371720252691065,,0,1,1,0,0,5,0,,,5,2,2,2,3,4,2,1,1,1,3,2,3,4,5,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.34,1,
172.16.128.154,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_7751,103949830735217,,0,0,0,0,2,0,0,,,3,2,5,5,5,1,1,2,4,1,4,5,2,4,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.85,0,
172.16.128.51,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_3993,707455206868402,,0,1,0,0,1,4,1,,,0,1,1,2,2,4,0,4,5,1,1,5,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2.13,0,
172.16.128.154,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_8590,582681118001280,,0,0,0,0,2,3,0,,,4,0,0,1,4,4,3,5,2,4,2,3,4,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.66,1,
172.16.128.51,2025-05-22 12:54:12,2025-05-22 12:54:12,CGGT_4921,847144110688187,,0,0,0,0,3,5,0,,,2,4,4,1,1,0,0,4,3,3,3,5,3,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,
