src_ip,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,f_one_cggt_multi_cdgt_psi
172.16.128.51,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_8359,686607110887536,,1,0,0,0,0,0,0,,,3,2,4,0,0,0,0,5,0,4,0,4,0,3,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.31,1,
172.16.128.154,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_3954,812186227740390,,1,0,0,1,5,4,1,,,2,3,5,1,5,2,2,5,4,0,1,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.27,1,
172.16.128.51,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_6770,140823619525915,,1,0,0,0,0,1,0,,,3,2,5,0,0,3,0,5,2,2,1,4,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9,0,
172.16.128.154,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_5147,908947119254150,,0,0,0,0,4,0,0,,,1,1,2,0,4,5,5,5,3,1,5,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.56,0,
172.16.128.51,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_1177,454294743560159,,0,0,0,0,4,1,0,,,5,4,1,1,2,3,5,1,5,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.25,0,
172.16.128.154,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_7678,612250412061941,,1,0,0,0,5,4,1,,,3,2,4,2,2,1,5,0,0,5,1,0,4,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.98,0,
172.16.128.154,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_5845,771774650290985,,0,1,1,0,0,1,1,,,0,2,2,2,4,5,3,3,2,3,4,1,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.96,1,
172.16.128.51,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_2151,502342263947281,,0,0,0,0,3,1,0,,,0,3,4,3,2,5,0,0,3,2,3,3,1,5,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.48,1,
172.16.128.154,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_3366,706896932337807,,0,1,0,0,1,5,0,,,2,5,5,0,3,1,5,3,3,3,2,3,4,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.43,1,
172.16.128.51,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_8093,322324072445912,,0,1,0,0,1,1,1,,,5,0,5,5,2,3,4,4,2,3,2,0,2,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,
172.16.128.154,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_9404,498052809191000,,0,0,0,0,2,4,0,,,1,2,0,5,3,4,2,0,3,2,2,1,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.55,0,
172.16.128.51,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_6143,544044068447028,,0,0,0,0,4,0,0,,,1,5,3,4,2,1,3,2,5,2,5,0,4,5,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.67,0,
172.16.128.154,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_7990,473221268154721,,0,1,1,0,1,5,1,,,4,1,1,3,3,4,3,3,2,5,4,3,2,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1.97,1,
172.16.128.51,2025-05-22 17:35:48,2025-05-22 17:35:48,CGGT_2948,732292463021827,,0,0,1,1,5,2,0,,,3,2,5,0,4,1,4,3,3,0,4,5,2,5,4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.56,1,
