src_ip,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_count_ok_cl_between2lu,f_count_ok_psi_between2lu,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,f_ratio_cl_psi,f_high_activity_5min,f_one_cggt_multi_cdgt_psi
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_1368,360291735230789,,0,0,0,1,5,0,0,,,1,2,5,2,5,2,3,4,1,2,3,4,2,5,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.24,1,
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_6337,716568359324332,,0,0,0,0,4,4,1,,,0,5,3,4,5,1,0,0,0,2,1,4,0,5,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2.34,0,
172.16.128.153,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_7916,586259089073677,,1,0,0,0,2,5,0,,,3,1,4,3,3,4,0,2,2,1,3,4,2,2,4,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1.53,0,
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_2005,995021864941821,,0,0,0,0,5,2,0,,,5,2,4,2,0,4,1,4,3,2,3,5,2,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.49,0,
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_3625,106650545287019,,0,1,0,0,0,4,0,,,2,4,1,5,0,2,0,0,3,1,0,1,5,4,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1.88,0,
172.16.128.153,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_5599,484264028945157,,0,1,0,0,0,2,1,,,3,4,0,1,0,4,1,0,3,2,0,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.82,0,
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_7216,784247033496131,,1,0,0,1,2,4,0,,,3,4,0,3,2,4,1,5,2,2,5,4,3,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.76,1,
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_4887,695717909964900,,0,0,0,0,4,4,0,,,0,5,1,4,2,2,2,0,5,2,1,1,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.9,0,
172.16.128.153,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_2590,231994387243952,,0,0,1,0,2,3,0,,,3,5,3,3,2,2,0,2,0,4,2,2,0,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.92,0,
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_9137,932781348512514,,1,0,0,0,3,3,1,,,4,2,2,0,4,1,5,3,5,3,5,0,3,5,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1.03,1,
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_4152,268793772526806,,0,1,0,0,1,2,0,,,0,3,2,5,4,3,1,1,0,5,2,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.31,0,
172.16.128.153,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_2791,238299612149202,,0,0,0,0,1,4,1,,,1,2,3,0,3,4,2,4,0,0,3,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_6083,709895750858879,,0,1,0,0,0,2,0,,,1,0,5,4,1,5,3,5,1,4,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.28,0,
172.16.128.33,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_1298,441190930138469,,0,0,0,0,5,4,0,,,4,5,2,5,2,1,2,2,0,2,0,0,3,3,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2.46,1,
172.16.128.153,2025-05-22 15:16:35,2025-05-22 15:16:35,CGGT_3227,581533944928954,,0,0,1,0,4,1,0,,,3,2,0,5,4,0,3,2,0,5,2,0,1,3,5,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1.9,0,
